DATE,OPEN,HIGH,LOW,CLOSE
19-12-2012,18.981071,19.060715,18.767857,18.796785
20-12-2012,18.928572,18.935715,18.531429,18.633215
21-12-2012,18.3025,18.559643,18.222857,18.547501
24-12-2012,18.583929,18.723213,18.525356,18.577499
26-12-2012,18.535713,18.552143,18.254286,18.321428
27-12-2012,18.340714,18.4375,18.023571,18.395
28-12-2012,18.224644,18.374287,18.147142,18.199642
31-12-2012,18.233213,19.121429,18.178572,19.006071
02-01-2013,19.779285,19.821428,19.343929,19.608213
03-01-2013,19.567142,19.631071,19.321428,19.360714
04-01-2013,19.1775,19.236786,18.779642,18.821428
07-01-2013,18.642857,18.90357,18.4,18.710714
08-01-2013,18.900356,18.996071,18.616072,18.76107
09-01-2013,18.660713,18.750357,18.428213,18.467857
10-01-2013,18.876785,18.882856,18.411428,18.696787
11-01-2013,18.607143,18.761429,18.536428,18.582144
14-01-2013,17.952856,18.125,17.803928,17.919643
15-01-2013,17.796429,17.821072,17.263571,17.354286
16-01-2013,17.665714,18.194286,17.589287,18.074642
17-01-2013,18.225357,18.241072,17.929644,17.952856
18-01-2013,17.804285,17.936428,17.728571,17.857143
22-01-2013,18.02,18.138571,17.736786,18.0275
23-01-2013,18.171785,18.3925,18.0275,18.3575
24-01-2013,16.428572,16.633215,16.080357,16.089287
25-01-2013,16.131786,16.293928,15.535714,15.71
28-01-2013,15.636786,16.186071,15.566429,16.065357
29-01-2013,16.375,16.435715,16.147142,16.366785
30-01-2013,16.321428,16.521429,16.232143,16.315357
31-01-2013,16.320715,16.402857,16.249287,16.2675
01-02-2013,16.396786,16.41,16.012501,16.200714
04-02-2013,16.211071,16.283571,15.785714,15.797143
05-02-2013,15.858929,16.419287,15.793571,16.351429
06-02-2013,16.3025,16.660713,16.16357,16.333929
07-02-2013,16.544643,16.785713,16.218571,16.722143
08-02-2013,16.928572,17.100357,16.723213,16.963572
11-02-2013,17.017857,17.319286,16.901787,17.140356
12-02-2013,17.125357,17.227858,16.705,16.710714
13-02-2013,16.686071,16.915714,16.543571,16.678928
14-02-2013,16.59,16.844286,16.572144,16.663929
15-02-2013,16.744642,16.79143,16.425714,16.434286
19-02-2013,16.467857,16.526072,16.208929,16.428213
20-02-2013,16.346071,16.346071,16.02857,16.030357
21-02-2013,15.928571,16.041786,15.815,15.930714
22-02-2013,16.044643,16.128571,15.95,16.100357
25-02-2013,16.208929,16.254286,15.806071,15.814286
26-02-2013,15.850714,16.126429,15.630714,16.034643
27-02-2013,16.015356,16.158571,15.7375,15.8775
28-02-2013,15.858929,15.995357,15.764286,15.764286
01-03-2013,15.642857,15.649286,15.356429,15.373929
04-03-2013,15.278571,15.292857,14.964286,15.001786
05-03-2013,15.052857,15.5425,15.026786,15.397857
06-03-2013,15.518214,15.544643,15.158214,15.202143
07-03-2013,15.160714,15.428929,15.037857,15.377857
08-03-2013,15.35,15.551071,15.3075,15.418571
11-03-2013,15.348214,15.678929,15.183571,15.638214
12-03-2013,15.557143,15.674286,15.270357,15.301071
13-03-2013,15.301786,15.517857,15.191429,15.298214
14-03-2013,15.458214,15.522857,15.373214,15.446429
15-03-2013,15.640357,15.865357,15.616071,15.845
18-03-2013,15.766071,16.337856,15.757143,16.275715
19-03-2013,16.410713,16.463215,16.017857,16.231787
20-03-2013,16.33643,16.343929,16.056786,16.145714
21-03-2013,16.079287,16.356428,16.075001,16.168928
22-03-2013,16.235001,16.503571,16.182501,16.496786
25-03-2013,16.596071,16.78393,16.492144,16.556429
26-03-2013,16.622856,16.637142,16.4475,16.469286
27-03-2013,16.302143,16.314285,16.0975,16.145714
28-03-2013,16.065001,16.136429,15.772143,15.809286
01-04-2013,15.782143,15.846429,15.276429,15.318214
02-04-2013,15.271429,15.647857,15.228571,15.349643
03-04-2013,15.406071,15.617143,15.368214,15.428214
04-04-2013,15.491429,15.535714,15.1875,15.275714
05-04-2013,15.160714,15.176786,14.988571,15.114286
08-04-2013,15.173214,15.267857,15.088929,15.221786
09-04-2013,15.227143,15.303571,15.098214,15.249286
10-04-2013,15.289286,15.609286,15.214643,15.560357
11-04-2013,15.49,15.6425,15.4,15.511786
12-04-2013,15.505357,15.505357,15.324643,15.35
15-04-2013,15.25,15.281786,14.983929,14.994643
16-04-2013,15.056071,15.236071,15.020357,15.222857
17-04-2013,15.009643,15.021429,14.218214,14.385714
18-04-2013,14.463929,14.4925,13.919286,14.001786
19-04-2013,13.856071,14.271429,13.753571,13.9475
22-04-2013,14.022857,14.364286,13.973929,14.238214
23-04-2013,14.428214,14.585,14.243214,14.504643
24-04-2013,14.055,14.830357,14.017857,14.480714
25-04-2013,14.686786,14.783571,14.535714,14.585
26-04-2013,14.636071,14.956071,14.580357,14.9
29-04-2013,15.016071,15.486429,15,15.361429
30-04-2013,15.539286,15.901786,15.431071,15.813571
01-05-2013,15.873571,15.890357,15.513929,15.688929
02-05-2013,15.777857,16.02107,15.736786,15.911429
03-05-2013,16.118214,16.186787,16.041071,16.070715
06-05-2013,16.275356,16.507143,16.225357,16.45393
07-05-2013,16.606071,16.633928,16.203571,16.380714
08-05-2013,16.394285,16.620358,16.278929,16.565714
09-05-2013,16.421785,16.535713,16.270714,16.313213
10-05-2013,16.356071,16.418215,16.088572,16.1775
13-05-2013,16.125357,16.353571,16.125,16.240713
14-05-2013,16.208929,16.257143,15.791071,15.852143
15-05-2013,15.684286,15.75,15.084286,15.316071
16-05-2013,15.115714,15.6375,14.960714,15.520714
17-05-2013,15.680357,15.7175,15.393214,15.473571
20-05-2013,15.425357,15.921429,15.360714,15.818929
21-05-2013,15.648214,15.91,15.507143,15.702143
22-05-2013,15.858929,16.012501,15.650714,15.7625
23-05-2013,15.569643,15.934286,15.563929,15.790714
24-05-2013,15.744643,15.916429,15.727143,15.898214
28-05-2013,16.067858,16.111071,15.744643,15.765714
29-05-2013,15.714286,15.982143,15.692857,15.891071
30-05-2013,15.916071,16.232143,15.875357,16.127857
31-05-2013,16.160713,16.325001,16.053572,16.061787
03-06-2013,16.0975,16.155714,15.802857,16.097143
04-06-2013,16.186428,16.229643,15.978214,16.046785
05-06-2013,15.916071,16.097143,15.846786,15.896786
06-06-2013,15.909643,15.964286,15.501786,15.659286
07-06-2013,15.589286,15.83,15.456071,15.778929
10-06-2013,15.883214,16.03857,15.6,15.674643
11-06-2013,15.562143,15.812857,15.475714,15.628571
12-06-2013,15.696429,15.758929,15.410714,15.435357
13-06-2013,15.446429,15.612143,15.3125,15.57
14-06-2013,15.55,15.581786,15.303571,15.358929
17-06-2013,15.408571,15.560714,15.37,15.428571
18-06-2013,15.412857,15.532143,15.364643,15.420357
19-06-2013,15.407143,15.416429,15.107143,15.107143
20-06-2013,14.975,15.213571,14.8275,14.887143
21-06-2013,14.946071,15,14.575,14.767857
24-06-2013,14.55,14.595,14.216071,14.376429
25-06-2013,14.489286,14.563929,14.243929,14.379643
26-06-2013,14.425,14.456786,14.130714,14.216786
27-06-2013,14.258929,14.335357,14.055,14.063571
28-06-2013,13.977143,14.295357,13.888214,14.161786
01-07-2013,14.381786,14.723929,14.329286,14.615
02-07-2013,14.641429,15.058214,14.623929,14.946071
03-07-2013,15.030714,15.106429,14.908929,15.028571
05-07-2013,15.013929,15.1175,14.833929,14.907857
08-07-2013,15.003929,15.035714,14.666071,14.823214
09-07-2013,14.771429,15.125,14.656429,15.083929
10-07-2013,14.985714,15.171429,14.9375,15.026071
11-07-2013,15.105357,15.294643,15.041786,15.260357
12-07-2013,15.273214,15.349643,15.121786,15.2325
15-07-2013,15.178929,15.409286,15.171429,15.265714
16-07-2013,15.232857,15.3825,15.148929,15.364286
17-07-2013,15.346429,15.436429,15.293571,15.368214
18-07-2013,15.477857,15.531071,15.378929,15.42
19-07-2013,15.467857,15.499286,15.155357,15.176786
22-07-2013,15.337857,15.348214,15.195357,15.225357
23-07-2013,15.214286,15.248571,14.953929,14.963929
24-07-2013,15.676071,15.878214,15.545,15.7325
25-07-2013,15.739286,15.764286,15.564643,15.660714
26-07-2013,15.546429,15.751429,15.512143,15.749643
29-07-2013,15.742857,16.071072,15.721429,15.9925
30-07-2013,16.07,16.326786,16.043928,16.190001
31-07-2013,16.249643,16.33357,16.051071,16.161785
01-08-2013,16.276787,16.314285,16.187857,16.309999
02-08-2013,16.3575,16.530357,16.309286,16.519285
05-08-2013,16.596071,16.809643,16.505358,16.766071
06-08-2013,16.715,16.853214,16.506071,16.616072
07-08-2013,16.564285,16.678572,16.491785,16.606428
08-08-2013,16.566429,16.575001,16.355356,16.464643
09-08-2013,16.379999,16.445,16.201786,16.230356
12-08-2013,16.316429,16.737499,16.308214,16.691429
13-08-2013,16.819286,17.66643,16.71607,17.484644
14-08-2013,17.781429,18.008928,17.621429,17.803572
15-08-2013,17.729286,17.942858,17.467142,17.782499
16-08-2013,17.862499,17.962143,17.816429,17.940357
19-08-2013,18.012142,18.347857,18,18.133572
20-08-2013,18.20393,18.234644,17.886429,17.895357
21-08-2013,17.985357,18.112499,17.9,17.941429
22-08-2013,18.035,18.056786,17.792856,17.962856
23-08-2013,17.973928,17.976786,17.833929,17.893572
26-08-2013,17.883928,18.22143,17.875,17.963215
27-08-2013,17.785713,17.946787,17.367857,17.449642
28-08-2013,17.357143,17.707144,17.357143,17.532143
29-08-2013,17.558929,17.732143,17.540358,17.560715
30-08-2013,17.571428,17.605356,17.375,17.400715
03-09-2013,17.610714,17.878571,17.405357,17.449286
04-09-2013,17.841429,17.937143,17.724285,17.810356
05-09-2013,17.866072,17.88143,17.629999,17.688213
06-09-2013,17.80143,17.834999,17.498215,17.793571
09-09-2013,18.035713,18.139999,17.981428,18.077499
10-09-2013,18.078571,18.123215,17.482143,17.665714
11-09-2013,16.678928,16.9175,16.600357,16.70393
12-09-2013,16.732143,16.978571,16.643213,16.881786
13-09-2013,16.762142,16.85107,16.59643,16.603571
16-09-2013,16.464287,16.486071,15.972143,16.075714
17-09-2013,15.998571,16.418215,15.982143,16.261429
18-09-2013,16.542143,16.655357,16.452143,16.595715
19-09-2013,16.810715,16.993929,16.758928,16.867857
20-09-2013,17.071428,17.09107,16.642857,16.693214
23-09-2013,17.717857,17.746786,17.235714,17.522858
24-09-2013,17.674286,17.695356,17.422144,17.467857
25-09-2013,17.47143,17.487143,17.19393,17.1975
26-09-2013,17.357143,17.44857,17.282143,17.365
27-09-2013,17.277857,17.309643,17.168571,17.241072
30-09-2013,17.044643,17.202143,16.943214,17.026787
01-10-2013,17.0875,17.469286,17.084999,17.427143
02-10-2013,17.343929,17.564285,17.276787,17.484285
03-10-2013,17.518213,17.583929,17.169287,17.264643
04-10-2013,17.280714,17.307142,17.092857,17.251072
07-10-2013,17.377144,17.594643,17.333929,17.419643
08-10-2013,17.497856,17.522858,17.162144,17.17643
09-10-2013,17.308571,17.42107,17.081429,17.378214
10-10-2013,17.547144,17.584999,17.394285,17.487143
11-10-2013,17.3925,17.637142,17.327143,17.600357
14-10-2013,17.493929,17.770714,17.476786,17.715714
15-10-2013,17.768213,17.928572,17.697144,17.809999
16-10-2013,17.885357,17.9475,17.829643,17.896786
17-10-2013,17.856428,18.027857,17.845715,18.017857
18-10-2013,18.071072,18.187857,18.061071,18.174643
21-10-2013,18.2775,18.725,18.268572,18.620001
22-10-2013,18.800358,18.873215,18.143929,18.566786
23-10-2013,18.535713,18.77393,18.535713,18.748571
24-10-2013,18.75,19.016787,18.65893,18.996786
25-10-2013,18.975714,19.043928,18.753929,18.784286
28-10-2013,18.894285,18.964287,18.686071,18.924286
29-10-2013,19.1525,19.258928,18.376429,18.452856
30-10-2013,18.557501,18.84,18.465,18.746429
31-10-2013,18.75,18.838928,18.616785,18.667856
01-11-2013,18.715,18.742857,18.422857,18.5725
04-11-2013,18.610714,18.815001,18.528929,18.8125
05-11-2013,18.735001,18.888929,18.678572,18.766071
06-11-2013,18.719643,18.745001,18.507143,18.604286
07-11-2013,18.556429,18.685356,18.299286,18.303213
08-11-2013,18.377857,18.611786,18.306786,18.591429
11-11-2013,18.571072,18.631071,18.371786,18.5375
12-11-2013,18.488214,18.71143,18.464287,18.571787
13-11-2013,18.5,18.651787,18.462856,18.593929
14-11-2013,18.671785,18.902857,18.638214,18.862858
15-11-2013,18.806429,18.89607,18.731787,18.749643
18-11-2013,18.749643,18.828215,18.507143,18.522499
19-11-2013,18.536785,18.692142,18.498928,18.555357
20-11-2013,18.543928,18.58643,18.368929,18.392857
21-11-2013,18.485714,18.614643,18.345358,18.612143
22-11-2013,18.554285,18.648571,18.518929,18.564285
25-11-2013,18.607857,18.781071,18.607143,18.705
26-11-2013,18.718571,19.147858,18.714287,19.049999
27-11-2013,19.153929,19.5,19.049999,19.498571
29-11-2013,19.624287,19.940357,19.564644,19.859644
02-12-2013,19.928572,20.154642,19.672144,19.686787
03-12-2013,19.939285,20.227858,19.917143,20.225714
04-12-2013,20.196428,20.328215,20.029285,20.178572
05-12-2013,20.451786,20.540714,20.22893,20.282143
06-12-2013,20.206785,20.241072,19.984644,20.000713
09-12-2013,20.032143,20.342142,20.032143,20.229643
10-12-2013,20.127857,20.281429,20.042856,20.198214
11-12-2013,20.25,20.391787,19.98893,20.048571
12-12-2013,20.076429,20.190714,20.001072,20.019285
13-12-2013,20.101786,20.102858,19.77393,19.801071
16-12-2013,19.822144,20.094286,19.821787,19.910713
17-12-2013,19.850357,19.98,19.763571,19.821072
18-12-2013,19.632143,19.694643,19.242857,19.670357
19-12-2013,19.625,19.642857,19.418928,19.445
20-12-2013,19.479643,19.700357,19.457857,19.607857
23-12-2013,20.285713,20.382856,20.098572,20.360357
24-12-2013,20.353214,20.424286,20.215357,20.27393
26-12-2013,20.289286,20.339287,20.120714,20.139286
27-12-2013,20.136429,20.157499,19.982143,20.003214
30-12-2013,19.909286,20.003214,19.725714,19.804285
31-12-2013,19.791786,20.045713,19.785713,20.036428
02-01-2014,19.845715,19.893929,19.715,19.754642
03-01-2014,19.745001,19.775,19.301071,19.320715
06-01-2014,19.194643,19.52857,19.057142,19.426071
07-01-2014,19.440001,19.498571,19.21143,19.287144
08-01-2014,19.243214,19.484285,19.23893,19.409286
09-01-2014,19.52857,19.530714,19.119642,19.161428
10-01-2014,19.279642,19.314285,18.968214,19.033571
13-01-2014,18.925358,19.375,18.924286,19.133215
14-01-2014,19.222143,19.526072,19.202143,19.513929
15-01-2014,19.768572,20.007143,19.702143,19.905714
16-01-2014,19.817858,19.887501,19.702856,19.794643
17-01-2014,19.695715,19.716785,19.282143,19.309643
21-01-2014,19.321072,19.645357,19.300714,19.609644
22-01-2014,19.675358,19.903214,19.564644,19.696787
23-01-2014,19.640715,19.875,19.4575,19.863571
24-01-2014,19.785713,19.843571,19.455357,19.502501
27-01-2014,19.645357,19.814285,19.491072,19.660713
28-01-2014,18.17,18.392857,17.93107,18.089287
29-01-2014,17.998215,18.120358,17.807858,17.883928
30-01-2014,17.947857,18.089287,17.739286,17.849285
31-01-2014,17.684999,17.911785,17.626785,17.878571
03-02-2014,17.950357,18.133215,17.832144,17.911785
04-02-2014,18.066071,18.195,17.955713,18.17107
05-02-2014,18.091429,18.402857,18.080357,18.306786
06-02-2014,18.216429,18.339287,18.13607,18.303928
07-02-2014,18.620714,18.676071,18.477858,18.559999
10-02-2014,18.523571,18.999643,18.5,18.8925
11-02-2014,18.950357,19.205357,18.910713,19.14143
12-02-2014,19.176786,19.27,19.044287,19.139999
13-02-2014,19.094999,19.458929,19.078571,19.44393
14-02-2014,19.373928,19.499287,19.32893,19.428213
18-02-2014,19.5,19.685356,19.486071,19.499643
19-02-2014,19.455357,19.531786,19.083929,19.191786
20-02-2014,19.035357,19.178572,18.892857,18.969643
21-02-2014,19.028214,19.091785,18.735714,18.758928
24-02-2014,18.683929,18.925714,18.657858,18.84107
25-02-2014,18.906429,18.913214,18.607143,18.645
26-02-2014,18.700357,18.75,18.414286,18.476786
27-02-2014,18.469286,18.885,18.430357,18.845358
28-02-2014,18.895714,19.026787,18.647142,18.794287
03-03-2014,18.693571,18.951786,18.671785,18.848572
04-03-2014,18.964287,19.022858,18.848928,18.972857
05-03-2014,18.96143,19.098213,18.897499,19.012857
06-03-2014,19.028214,19.087143,18.860714,18.955357
07-03-2014,18.967501,18.999287,18.7875,18.944286
10-03-2014,18.870001,19.047501,18.869286,18.96143
11-03-2014,19.123215,19.240713,19.02107,19.14607
12-03-2014,19.089643,19.191071,19,19.164642
13-03-2014,19.194286,19.273571,18.898571,18.951786
14-03-2014,18.885357,18.960358,18.678572,18.73893
17-03-2014,18.84643,18.9275,18.780357,18.812143
18-03-2014,18.782143,18.998928,18.757143,18.978571
19-03-2014,19.009287,19.151428,18.892857,18.973572
20-03-2014,18.924643,19.02393,18.833929,18.882143
21-03-2014,18.997499,19.0625,18.797501,19.031071
24-03-2014,19.229286,19.303572,19.109285,19.256786
25-03-2014,19.339287,19.491072,19.27107,19.463928
26-03-2014,19.518572,19.607143,19.245001,19.277857
27-03-2014,19.286428,19.339287,19.111429,19.195
28-03-2014,19.225714,19.247856,19.080357,19.173571
31-03-2014,19.258215,19.314644,19.140356,19.169287
01-04-2014,19.205713,19.352501,19.170357,19.344643
02-04-2014,19.370714,19.41,19.295,19.376785
03-04-2014,19.335358,19.375,19.201429,19.2425
04-04-2014,19.278929,19.285713,18.949286,18.99357
07-04-2014,18.857857,18.960714,18.638929,18.695356
08-04-2014,18.756786,18.790001,18.525,18.694286
09-04-2014,18.665714,18.946072,18.643572,18.940001
10-04-2014,18.952856,19.008572,18.684643,18.695715
11-04-2014,18.535713,18.672501,18.469286,18.557501
14-04-2014,18.639286,18.648571,18.471786,18.63143
15-04-2014,18.581072,18.629999,18.261786,18.498571
16-04-2014,18.501785,18.610357,18.362143,18.536072
17-04-2014,18.571428,18.848572,18.542856,18.747856
21-04-2014,18.762142,19.004999,18.712856,18.970358
22-04-2014,18.868214,18.993929,18.803572,18.989286
23-04-2014,18.895,18.968929,18.730356,18.741072
24-04-2014,20.293215,20.357143,20.026072,20.2775
25-04-2014,20.161785,20.428213,20.14143,20.42643
28-04-2014,20.457144,21.276787,20.448214,21.217501
29-04-2014,21.205,21.285,21.053928,21.154642
30-04-2014,21.165714,21.408215,21.064285,21.074642
01-05-2014,21.142857,21.242857,20.941429,21.124287
02-05-2014,21.155001,21.22143,21.061071,21.16357
05-05-2014,21.076429,21.464287,21.071428,21.462856
06-05-2014,21.492857,21.586071,21.22893,21.22893
07-05-2014,21.258928,21.331785,20.990356,21.154642
08-05-2014,21.008928,21.22893,20.942858,20.999643
09-05-2014,20.876429,20.9375,20.72607,20.912144
12-05-2014,20.981787,21.202143,20.978571,21.172501
13-05-2014,21.142857,21.23357,21.09643,21.205713
14-05-2014,21.158215,21.335714,21.133572,21.209642
15-05-2014,21.239286,21.307142,21.001429,21.029285
16-05-2014,21.022499,21.340357,20.907143,21.339643
19-05-2014,21.351786,21.690357,21.333214,21.592501
20-05-2014,21.589643,21.657143,21.454643,21.596786
21-05-2014,21.565357,21.667856,21.502144,21.653929
22-05-2014,21.664286,21.780357,21.575001,21.688213
23-05-2014,21.6875,21.954643,21.659643,21.933214
27-05-2014,21.995714,22.352142,21.986786,22.343929
28-05-2014,22.357857,22.493929,22.277857,22.286072
29-05-2014,22.423214,22.745358,22.420357,22.692142
30-05-2014,22.785,23.006071,22.460714,22.607143
02-06-2014,22.64143,22.672501,22.232143,22.451786
03-06-2014,22.445,22.812143,22.4375,22.769285
04-06-2014,22.765715,23.138929,22.718214,23.029285
05-06-2014,23.078571,23.191786,22.950357,23.119642
06-06-2014,23.210714,23.259287,23.016787,23.05607
09-06-2014,23.174999,23.469999,22.9375,23.424999
10-06-2014,23.682501,23.762501,23.3925,23.5625
11-06-2014,23.532499,23.690001,23.3675,23.465
12-06-2014,23.51,23.530001,22.975,23.0725
13-06-2014,23.049999,23.110001,22.719999,22.82
16-06-2014,22.877501,23.1875,22.862499,23.049999
17-06-2014,23.077499,23.174999,22.950001,23.02
18-06-2014,23.067499,23.0725,22.8375,23.045
19-06-2014,23.0725,23.075001,22.834999,22.965
20-06-2014,22.9625,23.137501,22.725,22.727501
23-06-2014,22.83,22.905001,22.65,22.7075
24-06-2014,22.6875,22.934999,22.547501,22.57
25-06-2014,22.5525,22.674999,22.4125,22.59
26-06-2014,22.592501,22.762501,22.450001,22.725
27-06-2014,22.705,23,22.692499,22.995001
30-06-2014,23.025,23.432501,23.022499,23.2325
01-07-2014,23.379999,23.5175,23.282499,23.379999
02-07-2014,23.467501,23.514999,23.272499,23.370001
03-07-2014,23.4175,23.525,23.299999,23.5075
07-07-2014,23.535,23.997499,23.525,23.9925
08-07-2014,24.067499,24.200001,23.48,23.8375
09-07-2014,23.860001,23.987499,23.690001,23.8475
10-07-2014,23.440001,23.887501,23.379999,23.76
11-07-2014,23.84,23.9725,23.715,23.805
14-07-2014,23.965,24.2225,23.9125,24.112499
15-07-2014,24.200001,24.2125,23.7575,23.83
16-07-2014,24.2425,24.275,23.684999,23.695
17-07-2014,23.7575,23.82,23.1425,23.272499
18-07-2014,23.405001,23.684999,23.254999,23.6075
21-07-2014,23.747499,23.75,23.43,23.485001
22-07-2014,23.67,23.7225,23.530001,23.68
23-07-2014,23.855,24.469999,23.7925,24.297501
24-07-2014,24.26,24.33,24.105,24.2575
25-07-2014,24.2125,24.459999,24.16,24.4175
28-07-2014,24.455,24.809999,24.387501,24.754999
29-07-2014,24.8325,24.860001,24.5625,24.594999
30-07-2014,24.610001,24.674999,24.4175,24.5375
31-07-2014,24.290001,24.362499,23.8325,23.9
01-08-2014,23.725,24.155001,23.702499,24.032499
04-08-2014,24.092501,24.145,23.7925,23.897499
05-08-2014,23.84,23.92,23.59,23.780001
06-08-2014,23.6875,23.870001,23.6775,23.74
07-08-2014,23.7325,23.987499,23.525,23.620001
08-08-2014,23.565001,23.705,23.32,23.684999
11-08-2014,23.817499,24.02,23.709999,23.997499
12-08-2014,24.01,24.219999,23.9025,23.9925
13-08-2014,24.0375,24.309999,24.01,24.309999
14-08-2014,24.3325,24.3925,24.200001,24.375
15-08-2014,24.475,24.547501,24.215,24.495001
18-08-2014,24.622499,24.842501,24.495001,24.790001
19-08-2014,24.852501,25.17,24.83,25.1325
20-08-2014,25.110001,25.272499,24.987499,25.1425
21-08-2014,25.1425,25.235001,25.0275,25.145
22-08-2014,25.0725,25.3675,25.047501,25.33
25-08-2014,25.4475,25.5425,25.32,25.385
26-08-2014,25.355,25.375,25.215,25.2225
27-08-2014,25.254999,25.6425,25.174999,25.532499
28-08-2014,25.397499,25.695,25.389999,25.5625
29-08-2014,25.715,25.725,25.549999,25.625
02-09-2014,25.764999,25.934999,25.68,25.825001
03-09-2014,25.775,25.799999,24.645,24.735001
04-09-2014,24.7125,25.022499,24.4475,24.530001
05-09-2014,24.700001,24.8475,24.577499,24.7425
08-09-2014,24.825001,24.827499,24.512501,24.59
09-09-2014,24.77,25.77,24.035,24.497499
10-09-2014,24.502501,25.2775,24.440001,25.25
11-09-2014,25.102501,25.360001,24.905001,25.3575
12-09-2014,25.3025,25.547501,25.27,25.415001
15-09-2014,25.702499,25.762501,25.360001,25.407499
16-09-2014,24.950001,25.315001,24.7225,25.215
17-09-2014,25.317499,25.450001,25.147499,25.395
18-09-2014,25.4825,25.5875,25.389999,25.4475
19-09-2014,25.5725,25.5875,25.125,25.24
22-09-2014,25.450001,25.535,25.145,25.264999
23-09-2014,25.15,25.735001,25.135,25.66
24-09-2014,25.540001,25.7125,25.299999,25.4375
25-09-2014,25.127501,25.1775,24.43,24.467501
26-09-2014,24.6325,25.1875,24.6,25.1875
29-09-2014,24.6625,25.110001,24.657499,25.0275
30-09-2014,25.202499,25.385,25.1325,25.1875
01-10-2014,25.147499,25.172501,24.674999,24.795
02-10-2014,24.817499,25.055,24.51,24.975
03-10-2014,24.860001,25.0525,24.76,24.905001
06-10-2014,24.987499,25.1625,24.855,24.905001
07-10-2014,24.8575,25.030001,24.682501,24.6875
08-10-2014,24.690001,25.2775,24.577499,25.200001
09-10-2014,25.385,25.594999,25.1525,25.254999
10-10-2014,25.172501,25.5075,25.075001,25.182501
13-10-2014,25.3325,25.445,24.952499,24.952499
14-10-2014,25.0975,25.129999,24.6425,24.6875
15-10-2014,24.4925,24.7875,23.795,24.385
16-10-2014,23.887501,24.43,23.852501,24.065001
17-10-2014,24.375,24.75,24.202499,24.4175
20-10-2014,24.58,24.99,24.555,24.940001
21-10-2014,25.754999,25.754999,25.317499,25.6175
22-10-2014,25.709999,26.0275,25.65,25.747499
23-10-2014,26.02,26.262501,25.907499,26.2075
24-10-2014,26.295,26.372499,26.1325,26.305
27-10-2014,26.2125,26.370001,26.174999,26.2775
28-10-2014,26.35,26.684999,26.3375,26.684999
29-10-2014,26.6625,26.842501,26.59,26.834999
30-10-2014,26.74,26.8375,26.475,26.745001
31-10-2014,27.002501,27.01,26.8025,27
03-11-2014,27.055,27.575001,27.002501,27.35
04-11-2014,27.34,27.372499,26.93,27.15
05-11-2014,27.275,27.325001,27.032499,27.215
06-11-2014,27.15,27.1975,26.950001,27.174999
07-11-2014,27.1875,27.33,27.137501,27.252501
10-11-2014,27.254999,27.3325,27.1675,27.2075
11-11-2014,27.174999,27.4375,27.1,27.424999
12-11-2014,27.344999,27.8575,27.342501,27.8125
13-11-2014,27.950001,28.362499,27.9,28.205
14-11-2014,28.2875,28.547501,27.8025,28.545
17-11-2014,28.567499,29.32,28.325001,28.497499
18-11-2014,28.485001,28.922501,28.4725,28.8675
19-11-2014,28.860001,28.934999,28.450001,28.6675
20-11-2014,28.727501,29.215,28.7125,29.077499
21-11-2014,29.377501,29.3925,29.0075,29.1175
24-11-2014,29.2125,29.692499,29.155001,29.657499
25-11-2014,29.7675,29.9375,29.362499,29.4
26-11-2014,29.485001,29.775,29.4575,29.75
28-11-2014,29.817499,29.85,29.512501,29.7325
01-12-2014,29.702499,29.8125,27.817499,28.7675
02-12-2014,28.375,28.9375,28.1875,28.657499
03-12-2014,28.9375,29.0875,28.7775,28.9825
04-12-2014,28.942499,29.299999,28.8225,28.872499
05-12-2014,28.997499,29.02,28.66,28.75
08-12-2014,28.525,28.6625,27.905001,28.1
09-12-2014,27.547501,28.575001,27.3375,28.530001
10-12-2014,28.602501,28.7125,27.885,27.987499
11-12-2014,28.065001,28.450001,27.834999,27.905001
12-12-2014,27.615,27.967501,27.395,27.432501
15-12-2014,27.674999,27.9,26.5875,27.057501
16-12-2014,26.592501,27.540001,26.565001,26.6875
17-12-2014,26.780001,27.459999,26.705,27.352501
18-12-2014,27.967501,28.1625,27.665001,28.1625
19-12-2014,28.065001,28.309999,27.915001,27.945
22-12-2014,28.040001,28.372499,27.9925,28.235001
23-12-2014,28.307501,28.3325,28.115,28.135
24-12-2014,28.145,28.1775,28.002501,28.002501
26-12-2014,28.025,28.629999,28.002501,28.497499
29-12-2014,28.4475,28.692499,28.424999,28.477501
30-12-2014,28.41,28.48,28.0275,28.129999
31-12-2014,28.205,28.282499,27.5525,27.594999
02-01-2015,27.8475,27.860001,26.8375,27.3325
05-01-2015,27.0725,27.1625,26.352501,26.5625
06-01-2015,26.635,26.8575,26.157499,26.565001
07-01-2015,26.799999,27.049999,26.674999,26.9375
08-01-2015,27.307501,28.0375,27.174999,27.9725
09-01-2015,28.1675,28.3125,27.5525,28.002501
12-01-2015,28.15,28.157499,27.200001,27.3125
13-01-2015,27.8575,28.200001,27.227501,27.555
14-01-2015,27.26,27.622499,27.125,27.450001
15-01-2015,27.5,27.514999,26.665001,26.705
16-01-2015,26.7575,26.895,26.299999,26.497499
20-01-2015,26.959999,27.2425,26.625,27.18
21-01-2015,27.237499,27.764999,27.067499,27.387501
22-01-2015,27.565001,28.1175,27.43,28.1
23-01-2015,28.075001,28.4375,27.8825,28.245001
